id,Labels
1522965897316421635,0
1526982160552722432,2
1522208379040841728,1
1516363888669097984,2
1525293663378886656,0
1525485067308773376,2
1524717271972982788,2
1526576375028535296,2
1524991236569825280,2
1520353103408558080,2
1521137528304115712,2
1517805126005960704,2
1524943984564518923,0
1522952286833545216,2
1525850176648228867,1
1522977322500243456,0
1520604259133255681,2
1523252414161506304,2
1522026888201269248,2
1518554965962559488,2
1518482219245109249,2
1524293711588327424,2
1525457112717225984,2
1522879409430048769,2
1526494460766748672,2
1523129704571895808,2
1519566833837539328,0
1522593353862627328,2
1522396537027850240,2
1521322019668652032,2
1525816589517725696,2
1520792199474008064,2
1520339166231695360,2
1522952997189218305,0
1520310416965988352,2
1525678998692724736,2
1518845222888771584,2
1518881440800591873,2
1521507616450486274,0
1525471334481874945,2
1518670269883183104,0
1522138740998938624,0
1520321278288474112,2
1522924203963469832,2
1518219658997817346,2
1521047789500731392,2
1525251558035816453,1
1525831728396664834,2
1525895559059345411,0
1518614153623400448,2
1522034853000417280,2
1523529503535878144,2
1524942204812541952,2
1523547551433379841,2
1522550417627910144,2
1523969276297756672,2
1526606580900560896,0
1525863487490215936,2
1521031295799021573,2
1518628110748782593,2
1522531803298353152,0
1523311015466655744,2
1518539034154651653,2
1523680451336228864,2
1521759474201276416,2
1520078182648410112,2
1523240256140587008,2
1519211108287930369,2
1521126958314057729,2
1524284954305523712,0
1524941174729240576,2
1518874646732754944,2
1520226460962738176,2
1521889067184570369,2
1522722812045242368,1
1523571073903742977,2
1522588604714782720,0
1520059080382971904,2
1524589986099703809,0
1526168034892603394,0
1520358677622169600,2
1519216987368734720,2
1521861229710512128,0
1526911968644190215,2
1521109869901713409,2
1520979581548830720,2
1520441338088816642,2
1524915867825610753,0
1518612287229022210,2
1518801225780711424,2
1523304702351269890,2
1520288859493638144,0
1525431350865432576,2
1518776233852502016,0
1522575303758868480,1
1518527600670683136,2
1518628780725526529,0
1523576101989392385,2
1520406528452296704,2
1526918596718641153,2
1518583195838693378,2
1522981005040427008,2
1525292922794831872,2
1521047391625166848,2
1526118787119910912,2
1519544907220025344,2
1525836963558789120,2
1526530739357249538,2
1526963073315393536,2
1523989778223435777,2
1522619557747499008,0
1523675609557536769,0
1525422432386883584,2
1524152754226171904,0
1520306023696896001,2
1526467492964876288,2
1520648471539490817,2
1521472172950433792,2
1522739634198880256,2
1520654825708421120,2
1526487407775711232,0
1525482744415154177,2
1526939205418774528,0
1525457727119429634,2
1526551106528374784,0
1522211612303642625,2
1524941604955779072,2
1525134342049083395,2
1521381982160449536,0
1526216039570493441,2
1518464140658245632,2
1524962469159964672,2
1523304279968079872,2
1520296692695945216,2
1525680535892541440,0
1521848456926670849,2
1520674716432093184,2
1519568399281848320,0
1522962763257049089,2
1518543773080653824,2
1525219408586715137,2
1520287507115814913,2
1526596344810307584,0
1521128533635919872,2
1522920029376897027,0
1525829018393919488,2
1522122446941290496,2
1522047277107662848,0
1518583348049948674,2
1525140542064971776,2
1525155026146295809,2
1523323965183193088,0
1521497675975303170,2
1518897923865858054,2
1526592635107889153,2
1522887267286921216,0
1518538171482398723,2
1526386858099212288,2
1520634657859305472,2
1519185424207728641,2
1525443924848185344,1
1524016791651258369,0
1525810152414527490,2
1526429490393456640,2
1518856382761648129,2
1522762932832116737,2
1525835994888806400,2
1523618732492218368,2
1525288138339254272,2
1518617966505562118,2
1523678157660094464,2
1526201707604344832,2
1524978281761898497,2
1520667262985719813,2
1526539279991656448,0
1521466754991476737,2
1523993618046140416,2
1522412336383995904,2
1520370832677437440,2
1521853978669379584,2
1525492777249046528,2
1523188777467801601,0
1526567801351049217,0
1521112526502580224,2
1524968860411383808,2
1520638081074069504,2
1521425055229804544,2
1524765190860214273,2
1519294186591240192,0
1520805677966725120,2
1526519252903202816,0
1526080979743703041,2
1525847626620751873,2
1525414483400609792,2
1520968785033052160,2
1518825116875984896,2
1526532541078904832,2
1526970113660174337,0
1525402382867505152,0
1521397510543384577,2
1525053942278721537,0
1524916456906817536,2
1523522631177502720,2
1522408337106948096,2
1526551353975521282,0
1520580528923373569,0
1523499970506424320,0
1520646502393454596,2
1523298504004620288,0
1523629160878718977,0
1522229954586370050,2
1526828434139205632,2
1522159162125291521,2
1525435542787469312,2
1524791406170021888,0
1522036077019930624,2
1520606069135151105,2
1522809571948908549,2
1526207209306091521,2
1525300868207505408,2
1520785645916110849,2
1523649542092386305,2
1526930144161832960,0
1518920206055518208,2
1520617796970950657,0
1522277021782532097,0
1525833270143098880,2
1525846287710842880,2
1522026980975136768,0
1518620941798055936,2
1526544011347247105,2
1522895637855207425,0
1523139069022474240,0
1520384354337255424,2
1520670357442551810,0
1523538075242024961,2
1526980290702282752,2
1522436664177606656,2
1524702344524734464,2
1518754085666967552,2
1522531337726427137,2
1522589243742343170,2
1526472899619864576,2
1520676685204672514,2
1522979779560968193,2
1525459664820785152,0
1518970002103095301,2
1525307384826335232,2
1518921650145701889,2
1525304467725291521,0
1524765208006303747,1
1524761091179438081,0
1526957305958477829,0
1525728417190408193,0
1520046460733370368,2
1521110670627901441,2
1523661613974269952,0
1522438163708399618,2
1518764632324059137,2
1524032798629457920,2
1524262469966868480,2
1518577640923631616,2
1521846468272791552,2
1519314375504498688,0
1524011376821211136,2
1525420684427825152,2
1521436053957410817,2
1518601619385962497,2
1521763975364755457,0
1521102142832259074,0
1525490740733747201,2
1525430875332022272,2
1523616714964959232,2
1526591240015269889,2
1524368143828721664,2
1525776208188698624,2
1522210880603115520,2
1524953755224973312,2
1525873423368462336,2
1523131623624953856,2
1522977741880307714,2
1521783937294471168,0
1523491132088274944,0
1526141342526865409,2
1522196526646235136,0
1521859386045759488,2
1522592075446947841,2
1523998716218470400,0
1522099143140855808,2
1518505341155037184,2
1524970998008729605,2
1526560020489711616,2
1518885073495502853,2
1520964912863883264,2
1526486259803504640,2
1524786787750539264,0
1522791672391819265,2
1524032345791205376,2
1525051167721410561,0
1518700949191413760,2
1524762751658119168,2
1524417726306865152,2
1522764698340499456,0
1523535654717575168,2
1516661709439901697,2
1523282700311818240,1
1518548663404212224,2
1521083177296482305,2
1521538276334600192,2
1522962763529695234,2
1522811298178007040,1
1525306237826605056,2
1524945035254300672,0
1518531121193287680,2
1522398227151998976,0
1520533405569622018,2
1521681042750738433,2
1526904915016429568,2
1521394120480399365,0
1524037393539805185,2
1525371514052280321,2
1523286636901318657,2
1526572910739345408,0
1523558408124731392,0
1522249644067409920,1
1520428542755950592,0
1524778606282477573,2
1523255115419103232,2
1516447403049594882,0
1525314105011097600,2
1518576470482124801,2
1522415450797518849,2
1521732736968720384,2
1526180758590980096,2
1523657529259356162,2
1525759449499340801,2
1525117346691502080,2
1523640787879153664,2
1525910348372447232,0
1526572988887203840,1
1520053194550054913,2
1520967842442915840,2
1522188572547518465,1
1520030929967665152,1
1526116934227476480,2
1526025913850372096,2
1523955663277555716,0
1518859772589527040,2
1520293291295592448,2
1525112670827196416,2
1518602713080397825,2
1523631033857773569,0
1525369339687608321,0
1526750174718181381,2
1519845329092284418,0
1521686993528573952,2
1518532794452180994,2
1521116517039210497,2
1522530696795140099,2
1522572106835185664,2
1522242116461920256,2
1518558044749062145,2
1525378656985485312,0
1518534884758679553,2
1525135715692007424,2
1524292290625536000,2
1522182194269237250,0
1523567441573744641,2
1524019169280335872,2
1521791947022925824,0
1524019342178156544,0
1519105139373899776,2
1525341211006889985,2
1524756386604675079,2
1524406373869850626,2
1525663112585682945,2
1521714550273613826,2
1526390101550706688,2
1520277090737786882,0
1523314827443154944,2
1520643360725544960,2
1525161315056033792,2
1524420797971918849,2
1520575124491350016,0
1526562497532428290,2
1525312075639451648,2
1526587130335461376,0
1524982050528276480,1
1526895548044746752,2
1522774598109986818,0
1526198742621241344,0
1525418802422247424,2
1521391656909557760,2
1520683594137554945,1
1523514864387313664,2
1524363411697672192,2
1525447768898437120,2
1526753723921203200,2
1524940472526831617,2
1519214748801269761,2
1523170275650859008,2
1521461858481295361,2
1524377972610056193,2
1526532596624424960,2
1522394701831499777,2
1524034830878461952,2
1526562414694522881,0
1522058667675484160,2
1522201116477321216,2
1526727410753757184,0
1518596791217831937,2
1522782431673085953,2
1523248510295965697,2
1518608896965111810,2
1523619177591803904,2
1525573370342952966,2
1518838912449396737,2
1518964922289635330,2
1525874214615470081,2
1518499271125139458,2
1524714323352092672,2
1521495482547281921,0
1524913947429978112,0
1521146168730071040,2
1526161142598365184,2
1520625985422385154,2
1525427019860746242,2
1520307446580883458,2
1524106322144374785,0
1523483489248870400,2
1526525658020876288,2
1526916537222893570,2
1521081969387655169,0
1524354854193225729,2
1526135701703520256,2
1521030535908315142,2
1521948007716974592,0
1521180533073801221,0
1520360869959733248,2
1522559723090120704,2
1523621607079481344,0
1525370806284451840,2
1523640218641125376,2
1521101271599435778,0
1524923305311883266,1
1518501448748650496,2
1520671959688056832,2
